"arc_length","N=0","N=1","N=2","N=3","Exact","No Filter"
0.250316,0.166282,0.166291,0.166292,0.166293,0.166449,0.166293
0.25173,0.167251,0.167259,0.167261,0.167261,0.167417,0.167262
0.253144,0.168219,0.168228,0.168229,0.16823,0.168385,0.16823
0.254558,0.169188,0.169196,0.169198,0.169198,0.169353,0.169199
0.255973,0.170156,0.170165,0.170166,0.170167,0.170321,0.170167
0.257387,0.171125,0.171133,0.171135,0.171135,0.17129,0.171136
0.258801,0.172094,0.172102,0.172103,0.172104,0.172258,0.172104
0.260215,0.173062,0.173071,0.173072,0.173072,0.173226,0.173073
0.26163,0.174031,0.174039,0.17404,0.174041,0.174194,0.174041
0.263044,0.174999,0.175008,0.175009,0.175009,0.175162,0.17501
0.264458,0.175968,0.175976,0.175977,0.175978,0.17613,0.175978
0.265872,0.176937,0.176945,0.176946,0.176947,0.177098,0.176947
0.267286,0.177906,0.177915,0.177916,0.177916,0.178067,0.177917
0.268701,0.178876,0.178884,0.178885,0.178886,0.179036,0.178886
0.270115,0.179845,0.179853,0.179855,0.179855,0.180005,0.179856
0.271529,0.180815,0.180823,0.180824,0.180824,0.180974,0.180825
0.272943,0.181784,0.181792,0.181793,0.181794,0.181943,0.181794
0.274357,0.182754,0.182762,0.182763,0.182763,0.182912,0.182764
0.275772,0.183723,0.183731,0.183732,0.183733,0.183881,0.183733
0.277186,0.184692,0.1847,0.184702,0.184702,0.18485,0.184703
0.2786,0.185662,0.18567,0.185671,0.185672,0.185819,0.185672
0.280014,0.186631,0.186639,0.18664,0.186641,0.186788,0.186641
0.281428,0.187601,0.187609,0.18761,0.18761,0.187757,0.187611
0.282843,0.18857,0.188578,0.188579,0.18858,0.188726,0.18858
0.284257,0.18954,0.189548,0.18955,0.18955,0.189696,0.18955
0.285671,0.190511,0.190519,0.19052,0.19052,0.190666,0.190521
0.287085,0.191481,0.191489,0.19149,0.19149,0.191636,0.191491
0.2885,0.192451,0.192459,0.19246,0.192461,0.192605,0.192461
0.289914,0.193421,0.193429,0.19343,0.193431,0.193575,0.193431
0.291328,0.194392,0.194399,0.1944,0.194401,0.194545,0.194401
0.292742,0.195362,0.19537,0.195371,0.195371,0.195515,0.195372
0.294156,0.196332,0.19634,0.196341,0.196341,0.196485,0.196342
