"arc_length","N=0","N=1","N=2","N=3"
0.717006,0.273453,0.299204,0.308326,0.316756
0.718421,0.274897,0.299911,0.309209,0.317799
0.719835,0.276341,0.300619,0.310093,0.318841
0.721249,0.277785,0.301326,0.310976,0.319884
0.722663,0.279228,0.302034,0.311859,0.320927
0.724077,0.280672,0.302741,0.312743,0.321969
0.725492,0.282116,0.303449,0.313626,0.323012
0.726906,0.28356,0.304156,0.31451,0.324054
0.72832,0.285004,0.304864,0.315393,0.325097
0.729734,0.286447,0.305571,0.316276,0.326139
0.731148,0.287891,0.306279,0.31716,0.327182
0.732563,0.289335,0.306986,0.318043,0.328224
0.733977,0.290779,0.307693,0.318926,0.329267
0.735391,0.292223,0.308401,0.31981,0.330309
0.736805,0.293667,0.309108,0.320693,0.331352
0.738219,0.29511,0.309816,0.321577,0.332394
0.739634,0.296554,0.310523,0.32246,0.333437
0.741048,0.297998,0.311231,0.323343,0.334479
0.742462,0.299442,0.311938,0.324227,0.335522
0.743876,0.300886,0.312646,0.32511,0.336565
0.745291,0.302329,0.313353,0.325993,0.337607
0.746705,0.303773,0.314061,0.326877,0.33865
0.748119,0.305217,0.314768,0.32776,0.339692
0.749533,0.306661,0.315476,0.328643,0.340735
0.750947,0.308105,0.316183,0.329527,0.341777
0.752362,0.309548,0.31689,0.33041,0.34282
0.753776,0.310992,0.317598,0.331294,0.343862
0.75519,0.312436,0.318305,0.332177,0.344905
0.756604,0.31388,0.319013,0.33306,0.345947
0.758018,0.315324,0.31972,0.333944,0.34699
0.759433,0.316767,0.320428,0.334827,0.348032
0.760847,0.318211,0.321135,0.33571,0.349075
0.762261,0.319655,0.321843,0.336594,0.350118
0.763675,0.321099,0.32255,0.337477,0.35116
0.76509,0.322543,0.323258,0.338361,0.352203
